text,target,label
বাংলাদেশের বড় বড় শহরের বায়ুর মান গ্রামের তুলনায় বেশ খারাপ,1,WFC
জাতি আগামী কালই বিস্তারিত জানতে পারবে,1,WFC
বাইরে বের হলে মাস্ক ব্যবহার করুন,0,NC
ইসলামে হিন্দু হোক আর খ্রিষ্টান হোক- কারো উপর জবরদস্তি করার অনুমোদন নেই,0,NC
অনেক জায়গায় আগুন লাগিয়ে দেওয়া হয়েছে,2,CWC
"বাংলাদেশকে আজ আর কেউ বন্যা, খরা, দুর্যোগের দেশ হিসেবে দেখে না",0,NC
৭ মাত্রার ভূমিকম্প হলে এই ভবনগুলো ও এর বাসিন্দারা সবচেয়ে বেশি ক্ষতিগ্রস্ত,2,CWC
শিক্ষাপ্রতিষ্ঠানের প্রধানের হাতে সংরক্ষিত ছুটি তাঁরা প্রতিষ্ঠানের বিশেষ প্রয়োজনে দিতে পারেন,0,NC
ভবিষ্যতে বাংলাদেশে কেউ বেকার এবং দরিদ্র থাকবে না,0,NC
"সবাই তো মনে করে হুজুররা এটা করছে, আসলে হুজুররা যে সব করছে তা নয়",0,NC
প্রবাসীদের পাঠানো রেমিটেন্স ২০০৫-০৬ বছরে ছিল ৪ দশমিক ৮ বিলিয়ন ডলার,2,CWC
সেই হিসাবে ১১০ ডলারের অপরিশোধিত তেলের সঙ্গে ১০ ডলার যুক্ত করলে ব্যারেল প্রতি রিফাইনড তেলের দাম হওয়া উচিত ১২০ ডলার,0,NC
১৯৯৬ সালের ৩০ শে মার্চ খালেদা জিয়া পদত্যাগ করেন এবং ৬ষ্ঠ জাতীয় সংসদ ভেঙ্গে দেয়া হয়,2,CWC
দগ্ধ শরীরের যন্ত্রণা আজও অনেকেই বয়ে বেড়াচ্ছেন,1,WFC
এসব কর্মকাণ্ডে সরকার প্রশংসিত হয়,0,NC
"সবাই সবার চেনাজানা, প্রতিবেশী",0,NC
দেশের ৭ হাজার ৬২৪টি এমপিও-ভুক্ত মাদ্রাসায় ১ লাখ ৪৮ হাজার ৬১ জন শিক্ষক-কর্মচারীকে প্রতিমাসে ২৭৬ কোটি টাকা বেতন ভাতা দেওয়া হচ্ছে,2,CWC
রাঙ্গাটুঙ্গি ইউনাইটেড ফুটবল একাডেমি ২০১৭ সালে ‘জয় বাংলা অ্যাওয়ার্ড’ লাভ করে,1,WFC
সেখানেই এই বিপরীতধর্মী মত উঠে এসেছে,0,NC
পেশার প্রতি আমাদের অঙ্গীকারে ঘাটতি আছে,1,WFC
বলতে পারেন উত্তরবঙ্গে জাতীয় পার্টির দুর্গে আমিই বড় আঘাত করি,0,NC
এলাকার অনেকেই বাড়িতে মেহমান এলে বাজারে পাখির খোঁজ করেন,0,NC
"ভারত, পাকিস্তান ও বাংলাদেশে বিভিন্ন ধর্মের মানুষ বসবাস করে",1,WFC
উভয় গ্রুপের শীর্ষ দুই দল খেলবে সুপার ফোরে,1,WFC
"ইটভাটার কথা বলা হয়ে থাকে, তবে এখন ঢাকায় বায়ুদূষণের জন্য এটি বড় কোনো কারণ নয়",1,WFC
"আমি বিজ্ঞান পড়েছি, ও মানবিক",0,NC
সেখানকার প্রতিবেশ ও পানি ব্যবস্থাপনা বুঝে তারপর পরিকল্পনা নিতে হবে,0,NC
গত বছরের তুলনা করলে আদার দাম এখনও দ্বিগুণ,1,WFC
বর্গাচাষীদের জন্য কৃষি ব্যাংকের মাধ্যমে স্বল্পসুদে বিনা জামানতে কৃষি ঋণের ব্যবস্থা করেছি,0,NC
"কোনো সন্দেহ নেই, বিশ্বের অন্য যেকোনো দেশে এত বেশি গণমাধ্যম প্রতিষ্ঠান রয়েছে",0,NC
চলমান পরিস্থিতি শিক্ষা দেয় যে এখন থেকে নীতি কৌশল শুরু করা উচিত,0,NC
বিদ্যুৎ উৎপাদন সক্ষমতা বৃদ্ধি পেয়ে এখন ১৪ হাজার ৭৭ মেগাওয়াট,2,CWC
আবার চট্টগ্রাম মেট্রোপলিটন পুলিশ ও ঢাকা মেট্রোপলিটন পুলিশে ছিলাম,0,NC
স্মার্ট বাংলাদেশে কবরস্থানের ব্যবস্থাপনাও স্মার্ট হতে হবে,0,NC
"সংবাদ বিজ্ঞপ্তিতে আরও বলা হয়, ঢাকা বিভাগে সবচেয়ে বেশি দুর্ঘটনা ও ক্ষয়ক্ষতি হয়েছে",2,CWC
ভূমিকম্পের সময় বিদ্যুৎ এবং গ্যাসের লাইন বিস্ফোরণ ঘটে অগ্নিগর্ভে রূপ নেয়,2,CWC
"আইনে যা কিছুই থাকুক না কেন, তার যথাযথ প্রয়োগ ও ফলাফলের সম্ভাবনা বিবেচনায় রাখতে হবে",0,NC
"দেশে ২০৩০ সালের মধ্যে ৪০ হাজার মেগাওয়াট ও ২০৪১ সালের মধ্যে ৬০ হাজার মেগাওয়াট বিদ্যুৎ উৎপাদন করার লক্ষ্যে কাজ চলছে বলে জানিয়েছেন বিদ্যুৎ, জ্বালানি ও খনিজ সম্পদ প্রতিমন্ত্রী নসরুল হামিদ",1,WFC
